Fecha         Licencia   Placa       Infraccion         Monto   Descuento   Puntos   Meses Susp
2020/08/07    38862473   I4B-541     Grave              316.00      0.25       100         0
2020/08/07    71832810   T1K-210     Grave              316.00      0.25       100         0
2020/08/08    53374153   G6I-762     Muy Grave         5925.00      0.00      2000         6
2020/08/08    69494747   J8D-125     Grave              316.00      0.25       100         0
2020/08/08    35671623   V4E-749     Grave              316.00      0.25       100         0
2020/08/09    68303148   H1W-140     Grave              316.00      0.25       200         0
2020/08/09    35671623   K0T-350     Muy Grave          948.00      0.00       600         1
2020/08/09    49927087   M8Q-758     Muy Grave         3950.00      0.00       100         6
2020/08/12    89941095   R8O-904     Muy Grave          474.00      0.00       500         0
2020/08/13    48450395   Q5S-871     Muy Grave            0.00      0.00      2000        12
2020/08/13    15559308   S3L-803     Grave              316.00      0.25       200         0
2020/08/13    13219606   M2Q-712     Grave              316.00      0.25       100         0
2020/08/14    16925690   R7N-113     Grave              316.00      0.25       100         0
2020/08/14    75348522   E1L-705     Grave              316.00      0.25       100         0
2020/08/14    16477908   I0E-459     Muy Grave            0.00      0.00      2000        12
2020/08/15    74325123   V9F-655     Grave              316.00      0.25       200         0
2020/08/15    79672079   Y3Q-331     Grave              316.00      0.25       100         0
2020/08/15    96693273   A6K-820     Grave              316.00      0.25       100         0
2020/08/17    45043076   R1T-735     Grave              316.00      0.25       100         0
2020/08/17    16925690   R7N-113     Muy Grave          948.00      0.00       600         1
2020/08/18    53853385   T9X-217     Muy Grave         1975.00      0.00       800         3
2020/08/19    39244942   N5Y-450     Grave              316.00      0.25       100         0
2020/08/19    60335381   B3U-845     Grave              316.00      0.25       100         0
2020/08/20    63291514   Z1A-459     Grave              316.00      0.25       100         0
2020/08/20    19568447   D8R-235     Grave              316.00      0.25       200         0
2020/08/20    38862473   K3B-165     Muy Grave          474.00      0.00       500         0
2020/08/21    71578206   Y9F-491     Grave              316.00      0.25       100         0
2020/08/21    81528434   D6F-465     Muy Grave          474.00      0.00       500         0
2020/08/21    19963454   D9A-711     Muy Grave          474.00      0.00       500         0
2020/08/21    88167677   B4C-100     Leve               158.00      0.50         0         0
2020/08/21    15559308   S3L-803     Muy Grave         1975.00      0.00       800         3
2020/08/21    73818744   U5N-536     Leve               158.00      0.50         0         0
2020/08/22    50201756   X8O-807     Grave              316.00      0.25       100         0
2020/08/24    53374153   V7L-069     Grave              316.00      0.25       100         0
2020/08/25    87495937   L2H-207     Muy Grave          474.00      0.00       500         0
2020/08/26    67185679   S7F-983     Muy Grave          474.00      0.00       500         0
2020/08/27    73357516   G0B-604     Grave              316.00      0.25       100         0
2020/08/27    86718074   L4O-783     Muy Grave          948.00      0.00       600         1
2020/08/27    26522329   W7R-114     Grave              316.00      0.25       100         0
2020/08/29    13219606   T3B-722     Grave              316.00      0.25       100         0
2020/08/30    81799482   E3U-768     Grave              316.00      0.25       100         0
2020/08/30    37080813   O9W-355     Muy Grave            0.00      0.00      2000        12
2020/08/30    71578206   G7Z-721     Muy Grave          474.00      0.00       500         0
2020/08/30    69252518   P7I-760     Muy Grave         1975.00      0.00       600         1
2020/08/31    15559308   T8F-368     Grave              316.00      0.25       100         0
2020/08/31    48878256   G2R-979     Muy Grave          474.00      0.00       500         0
2020/08/31    88167677   B4C-100     Grave              316.00      0.25       200         0
2020/09/01    74325123   H0E-855     Muy Grave          948.00      0.00       600         1
2020/09/02    79672079   R7U-941     Grave              316.00      0.25       100         0
2020/09/03    29833157   I5K-310     Grave              316.00      0.25       100         0
2020/09/04    13219606   N1O-921     Grave              316.00      0.25       100         0
2020/09/04    48878256   W6Z-142     Leve               158.00      0.50         0         0
2020/09/04    86718074   L4O-783     Muy Grave         3950.00      0.00      1000         6
2020/09/04    87282766   S1D-093     Grave              316.00      0.25       100         0
2020/09/05    35671623   P2Q-870     Grave              316.00      0.25       100         0
2020/09/07    24859596   A8P-118     Muy Grave          474.00      0.00       500         0
2020/09/09    86718074   Q6I-941     Grave              316.00      0.25       100         0
2020/09/11    51395324   M4Z-108     Leve               158.00      0.50         0         0
2020/09/12    35683701   D5W-953     Muy Grave          474.00      0.00       500         0
2020/09/12    30441350   M9Z-497     Muy Grave          474.00      0.00       500         0
2020/09/12    64178096   B7V-643     Muy Grave          474.00      0.00       500         0
2020/09/13    30441350   X0F-315     Leve               158.00      0.50         0         0
2020/09/15    30046639   P6I-223     Leve               158.00      0.50         0         0
2020/09/15    73567806   W9Z-281     Grave              316.00      0.25       200         0
2020/09/16    90467829   X8U-894     Grave              316.00      0.25       100         0
2020/09/17    89941095   P6T-244     Grave              316.00      0.25       100         0
2020/09/17    29989682   B1J-773     Grave              316.00      0.25       100         0
2020/09/17    16136330   E3U-231     Grave              316.00      0.25       100         0
2020/09/19    43454884   G0F-080     Grave              316.00      0.25       100         0
2020/09/19    82031355   Z5D-724     Muy Grave          474.00      0.00       500         0
2020/09/19    67185679   S7F-983     Muy Grave          474.00      0.00       500         0
2020/09/20    82031355   H6X-124     Leve               158.00      0.50         0         0
2020/09/20    54141214   G2I-709     Grave              316.00      0.25       100         0
2020/09/21    73567806   Q9D-870     Muy Grave          474.00      0.00       500         0
2020/09/21    52003695   H8S-849     Grave              316.00      0.25       100         0
2020/09/21    88167677   Y4Y-028     Muy Grave          474.00      0.00       500         0
2020/09/22    19963454   D9A-711     Grave              316.00      0.25       100         0
2020/09/22    88854166   O0K-148     Muy Grave          474.00      0.00       500         0
2020/09/23    82870470   K0H-387     Muy Grave          474.00      0.00       500         0
2020/09/24    28820944   H2K-127     Grave              316.00      0.25       100         0
2020/09/24    19963454   X9O-440     Muy Grave          474.00      0.00       500         0
2020/09/25    49927087   G7B-252     Grave              316.00      0.25       100         0
2020/09/25    89941095   R8O-904     Muy Grave          711.00      0.00       600         1
2020/09/25    54447051   D5W-773     Grave              316.00      0.25       100         0
2020/09/25    69494747   J8D-125     Grave              316.00      0.25       100         0
2020/09/27    15029228   C0P-895     Grave              316.00      0.25       100         0
2020/09/29    85501710   Z4K-431     Grave              316.00      0.25       200         0
2020/09/29    34976629   J8B-303     Leve               158.00      0.50         0         0
2020/09/30    71578206   G7Z-721     Muy Grave          474.00      0.00       500         0
2020/09/30    52003695   H8S-849     Grave              316.00      0.25       100         0
2020/09/30    48878256   G2R-979     Grave              316.00      0.25       200         0
2020/10/03    96693273   C0G-556     Grave              316.00      0.25       100         0
2020/10/03    69252518   P7I-760     Grave              316.00      0.25       100         0
2020/10/04    29833157   I9F-484     Muy Grave         1975.00      0.00       800         3
2020/10/04    45043076   S7E-946     Grave              316.00      0.25       100         0
2020/10/05    68310808   W8F-397     Muy Grave          474.00      0.00       500         0
2020/10/05    87282766   S1D-093     Grave              316.00      0.25       200         0
2020/10/06    90467829   X8U-894     Grave              316.00      0.25       200         0
2020/10/06    19963454   H8A-390     Muy Grave          474.00      0.00       500         0
2020/10/07    97849227   I0K-077     Muy Grave          474.00      0.00       500         0
2020/10/07    48878256   F2F-895     Grave              316.00      0.25       200         0
2020/10/07    79672079   R7U-941     Grave              316.00      0.25       200         0
2020/10/07    79672079   Y3Q-331     Grave              316.00      0.25       100         0
2020/10/09    96693273   C0G-556     Grave              316.00      0.25       100         0
2020/10/09    15559308   T8F-368     Grave              316.00      0.25       100         0
2020/10/09    85501710   N2C-590     Grave              316.00      0.25       100         0
2020/10/10    16477908   I0E-459     Muy Grave          474.00      0.00       500         0
2020/10/10    86429854   K1F-766     Grave              316.00      0.25       100         0
2020/10/10    90467829   K4H-445     Grave              316.00      0.25       100         0
2020/10/11    90467829   H1R-953     Muy Grave          474.00      0.00       500         0
2020/10/12    82870470   C4O-436     Grave              316.00      0.25       100         0
2020/10/12    35912665   A6E-125     Grave              316.00      0.25       100         0
2020/10/13    53853385   T9X-217     Grave              316.00      0.25       100         0
2020/10/13    73972114   A2F-518     Grave              316.00      0.25       100         0
2020/10/13    73357516   P1T-781     Muy Grave          474.00      0.00       500         0
2020/10/13    36079131   I0W-872     Leve               158.00      0.50         0         0
2020/10/14    30441350   Q6Q-335     Grave              316.00      0.25       100         0
2020/10/14    30046639   L8F-459     Grave              316.00      0.25       100         0
2020/10/15    87495937   L2H-207     Grave              316.00      0.25       100         0
2020/10/16    68310808   I3A-223     Grave              316.00      0.25       100         0
2020/10/17    77367073   C2S-070     Muy Grave          474.00      0.00       500         0
2020/10/17    43454884   P6Z-734     Grave              316.00      0.25       100         0
2020/10/17    73818744   U5N-536     Grave              316.00      0.25       100         0
2020/10/17    86718074   L4O-783     Grave              316.00      0.25       100         0
2020/10/17    29989682   W1V-221     Grave              316.00      0.25       100         0
2020/10/18    87495937   Z8C-558     Grave              316.00      0.25       100         0
2020/10/19    44188994   R2L-600     Muy Grave          948.00      0.00       600         1
2020/10/19    19963454   X9O-440     Grave              316.00      0.25       200         0
2020/10/20    66849703   J2F-853     Grave              316.00      0.25       100         0
2020/10/21    19568447   O7W-705     Grave              316.00      0.25       100         0
2020/10/21    32244565   J1E-736     Muy Grave          474.00      0.00       500         0
2020/10/22    90467829   K4H-445     Grave              316.00      0.25       100         0
2020/10/22    85501710   Z4K-431     Muy Grave          474.00      0.00       500         0
2020/10/23    64178096   G3B-505     Muy Grave          948.00      0.00       600         1
2020/10/23    60335381   E6T-667     Grave              316.00      0.25       100         0
2020/10/23    73567806   Q9D-870     Leve               158.00      0.50         0         0
2020/10/24    87282766   S1D-093     Grave              316.00      0.25       100         0
2020/10/24    64532449   K8R-348     Grave              316.00      0.25       100         0
2020/10/25    69252518   P7I-760     Muy Grave          948.00      0.00       600         1
2020/10/27    64532449   J0V-437     Leve               158.00      0.50         0         0
2020/10/27    79766395   T3R-184     Grave              316.00      0.25       100         0
2020/10/28    96693273   F3R-138     Muy Grave         1975.00      0.00       800         3
2020/10/29    45043076   R1T-735     Muy Grave          474.00      0.00       500         0
2020/10/29    54447051   U5L-205     Grave              316.00      0.25       100         0
2020/10/29    50200823   H1E-399     Grave              316.00      0.25       200         0
2020/10/30    12443643   R8H-409     Muy Grave          474.00      0.00       500         0
2020/10/31    71578206   G7Z-721     Muy Grave          474.00      0.00       500         0
2020/11/01    71578206   Y9F-491     Muy Grave          474.00      0.00       500         0
2020/11/01    77763722   W2L-827     Muy Grave          948.00      0.00       600         1
2020/11/02    87495937   M5G-669     Muy Grave         3950.00      0.00       100         6
2020/11/02    24859596   B8B-326     Muy Grave          474.00      0.00       500         0
2020/11/02    73567806   Q9D-870     Grave              316.00      0.25       100         0
2020/11/02    71578206   G7Z-721     Muy Grave          474.00      0.00       500         0
2020/11/03    79766395   H7P-047     Muy Grave          474.00      0.00       500         0
2020/11/03    35912665   O4X-500     Muy Grave         5925.00      0.00      2000         6
2020/11/03    64532449   J0V-437     Leve               158.00      0.50         0         0
2020/11/03    34976629   J8B-303     Muy Grave          474.00      0.00       500         0
2020/11/04    50201756   K5K-595     Muy Grave          474.00      0.00       500         0
2020/11/04    64178096   I0X-469     Muy Grave          474.00      0.00       500         0
2020/11/04    81485316   J5T-691     Grave              316.00      0.25       100         0
2020/11/05    84186239   T6W-978     Muy Grave          474.00      0.00       500         0
2020/11/06    15029228   J0Q-121     Muy Grave          474.00      0.00       500         0
2020/11/08    15559308   T8F-368     Grave              316.00      0.25       100         0
2020/11/08    53853385   T9X-217     Grave              316.00      0.25       100         0
2020/11/08    86429854   M5U-987     Muy Grave         5925.00      0.00      2000         6
2020/11/08    25518120   E1J-798     Grave              316.00      0.25       100         0
2020/11/09    80457845   Z5G-762     Grave              316.00      0.25       200         0
2020/11/09    89941095   R8O-904     Muy Grave            0.00      0.00      2000        12
2020/11/09    70414420   U5T-348     Muy Grave          474.00      0.00       500         0
2020/11/10    79641328   X8Q-687     Muy Grave            0.00      0.00      2000        12
2020/11/10    60784914   P4Y-758     Grave              316.00      0.25       100         0
2020/11/10    73972114   A2F-518     Grave              316.00      0.25       100         0
2020/11/12    35297848   O7D-970     Muy Grave          474.00      0.00       500         0
2020/11/12    63736112   K0D-676     Grave              316.00      0.25       100         0
2020/11/12    39544560   N4J-043     Muy Grave          474.00      0.00       500         0
2020/11/13    32244565   J1E-736     Muy Grave          474.00      0.00       500         0
2020/11/15    79672079   R7U-941     Leve               158.00      0.50         0         0
2020/11/16    82031355   Z5D-724     Grave              316.00      0.25       100         0
2020/11/16    13219606   T3B-722     Muy Grave          474.00      0.00       500         0
2020/11/16    30046639   P6I-223     Leve               158.00      0.50         0         0
2020/11/18    53374153   R2T-476     Grave              316.00      0.25       100         0
2020/11/19    73972114   J2M-606     Grave              316.00      0.25       100         0
2020/11/19    32244565   M8W-853     Grave              316.00      0.25       100         0
2020/11/20    60335381   E6T-667     Grave              316.00      0.25       100         0
2020/11/20    66849703   B4N-777     Grave              316.00      0.25       100         0
2020/11/20    12270502   P7T-999     Grave              316.00      0.25       100         0
2020/11/21    54141214   G2I-709     Grave              316.00      0.25       100         0
2020/11/21    32244565   J1E-736     Grave              316.00      0.25       100         0
2020/11/22    64178096   G3B-505     Grave              316.00      0.25       100         0
2020/11/22    75348522   E1L-705     Grave              316.00      0.25       100         0
2020/11/23    29989682   B1J-773     Muy Grave          474.00      0.00       500         0
2020/11/24    71578206   Y9F-491     Grave              316.00      0.25       200         0
2020/11/24    70414420   U5T-348     Grave              316.00      0.25       100         0
2020/11/25    73567806   W9Z-281     Grave              316.00      0.25       200         0
2020/11/25    30046639   L8F-459     Muy Grave          474.00      0.00       500         0
2020/11/27    47528229   G8O-154     Grave              316.00      0.25       100         0
2020/11/27    16925690   F3F-478     Grave              316.00      0.25       100         0
2020/11/27    15029228   J0Q-121     Grave              316.00      0.25       100         0
2020/11/28    70414420   A7Y-514     Leve               158.00      0.50         0         0
2020/11/28    15029228   N0Z-560     Grave              316.00      0.25       100         0
2020/11/28    73972114   J2M-606     Leve               158.00      0.50         0         0
2020/11/29    90467829   C9H-661     Grave              316.00      0.25       100         0
2020/12/02    89314225   C3A-423     Grave              316.00      0.25       100         0
2020/12/03    42956681   L8Z-555     Muy Grave          474.00      0.00       500         0
2020/12/05    47528229   U0N-343     Grave              316.00      0.25       100         0
2020/12/05    29989682   W1V-221     Grave              316.00      0.25       100         0
2020/12/06    45043076   S7E-946     Grave              316.00      0.25       100         0
2020/12/06    25518120   F2C-703     Leve               158.00      0.50         0         0
2020/12/07    60784914   P4Y-758     Grave              316.00      0.25       100         0
2020/12/07    77367073   C2S-070     Grave              316.00      0.25       100         0
2020/12/09    73972114   J2M-606     Grave              316.00      0.25       200         0
2020/12/10    88854166   L3N-150     Grave              316.00      0.25       100         0
2020/12/11    32244565   K4F-319     Grave              316.00      0.25       100         0
2020/12/11    53853385   T9X-217     Grave              316.00      0.25       100         0
2020/12/14    12443643   R8H-409     Grave              316.00      0.25       200         0
2020/12/14    87282766   S1D-093     Grave              316.00      0.25       100         0
2020/12/15    44346371   S4J-282     Grave              316.00      0.25       200         0
2020/12/15    50201756   K5K-595     Grave              316.00      0.25       200         0
2020/12/16    82870470   C4O-436     Grave              316.00      0.25       100         0
2020/12/16    34976629   I0Y-720     Grave              316.00      0.25       100         0
2020/12/17    79641328   L0L-653     Grave              316.00      0.25       100         0
2020/12/17    35912665   O4X-500     Grave              316.00      0.25       100         0
2020/12/19    29989682   W3T-571     Muy Grave          474.00      0.00       500         0
2020/12/19    58992942   V7O-315     Grave              316.00      0.25       100         0
2020/12/20    12858682   T5L-371     Grave              316.00      0.25       200         0
2020/12/20    34248357   U0T-459     Muy Grave          711.00      0.00       600         1
2020/12/20    77367073   C2S-070     Grave              316.00      0.25       200         0
2020/12/21    73567806   A7Y-833     Grave              316.00      0.25       100         0
2020/12/22    67185679   S7F-983     Muy Grave          474.00      0.00       500         0
2020/12/22    15029228   J0Q-121     Grave              316.00      0.25       100         0
2020/12/22    38862473   S6Y-726     Grave              316.00      0.25       100         0
2020/12/22    99950484   Y9W-731     Grave              316.00      0.25       200         0
2020/12/23    84186239   T6W-978     Grave              316.00      0.25       200         0
2020/12/24    81485316   J5T-691     Grave              316.00      0.25       100         0
2020/12/24    96693273   C0G-556     Muy Grave          474.00      0.00       500         0
2020/12/25    42956681   E0L-862     Grave              316.00      0.25       100         0
2020/12/25    25518120   U1X-768     Muy Grave          474.00      0.00       500         0
2020/12/26    73357516   J2K-636     Grave              316.00      0.25       100         0
2020/12/27    16925690   R7N-113     Muy Grave          474.00      0.00       500         0
2020/12/27    63291514   L3W-411     Leve               158.00      0.50         0         0
2020/12/27    12270502   O1C-880     Muy Grave          474.00      0.00       500         0
2020/12/29    24859596   A8P-118     Grave              316.00      0.25       100         0
2020/12/29    48450395   G1P-591     Muy Grave          474.00      0.00       500         0
2020/12/29    53374153   G6I-762     Muy Grave          474.00      0.00       500         0
2020/12/30    96693273   C0G-556     Grave              316.00      0.25       100         0
2020/12/31    35912665   O2Z-308     Muy Grave          474.00      0.00       500         0
