

Año: 2019 Mes: 1

FECHA            LICENCIA                        NOMBRE                         FALTA
2019/10/09       48878256     RAFFO CORONADO ROLANDO                                             137
2019/10/11       88854166     PINTO ROJAS JUVENAL FRANCISCO                                      164
2019/10/12       30441350     RETAMOSO SALAMANCA DELIA MARITZA                                   339
2019/10/12       70414420     AVILA REYES TATIANA                                                331
2019/10/13       50200823     LEYVA SAM DIANA DELIA                                              138
2019/10/14       35912665     MARTINEZ CRUZ EVERT RONY                                           156
2019/10/17       99950484     CORTES CORTEZ RAUL ALEX                                            101
2019/10/17       63736112     ZAMORA ZAVALETA RONAL MANUEL                                       325
2019/10/18       48878256     RAFFO CORONADO ROLANDO                                             145
2019/10/18       32090869     SUELDO ANTEZANO LUIS JESUS                                         145
2019/10/18       70414420     AVILA REYES TATIANA                                                112
2019/10/19       35297848     ASTETE CHANG GUIDA                                                 335
2019/10/19       60784914     RUIZ ZEVALLOS WALTER RONY                                          319
2019/10/20       60335381     DIAZ TANG ENRIQUE                                                  118
2019/10/21       63736112     ZAMORA ZAVALETA RONAL MANUEL                                       302
2019/10/21       47528229     SAAVEDRA GONZALES WILMER                                           158
2019/10/23       82031355     EGUSQUIZA BERROCAL DORIS NANCY                                     165
2019/10/23       52002275     CASANOVA ZEGARRA MARITZA                                           154
2019/10/23       67185679     FLORENCIO CORONADO ALONSO                                          135
2019/10/24       73972114     AVILA MARTEL JAIME MANUEL                                          144
2019/10/25       84186239     RIVERO CORONADO HECTOR ALONSO                                      158
2019/10/26       80310768     MINAYA BERROCAL HELI                                               341
2019/10/27       85501710     VIZCARDO SINCHE MARIBEL                                            112
2019/10/27       39544560     LUNA VARGAS WALDEMAR                                               127
2019/10/27       16477908     BACA CAMACHO MILAGROS NATALIA                                      104
2019/10/27       48878256     RAFFO CORONADO ROLANDO                                             118
2019/10/28       31205866     VIZCARRA MONTERO JAIR                                              129
2019/10/29       85501710     VIZCARDO SINCHE MARIBEL                                            203
2019/10/29       87282766     SUAREZ CHANG GLORIA                                                154
2019/10/29       54447051     AVILA DEL CASTILLO ANNIE                                           105
2019/10/31       64532449     INFANTES MERCADO LUIS WALDEMAR                                     122
2019/10/31       60784914     RUIZ ZEVALLOS WALTER RONY                                          165
2019/10/31       50200823     LEYVA SAM DIANA DELIA                                              139
========================================================================================================================


Año: 2019 Mes: 11

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================
2019/11/01       50200823     LEYVA SAM DIANA DELIA                                              114
2019/11/02       63736112     ZAMORA ZAVALETA RONAL MANUEL                                       147
2019/11/02       28820944     RIOS ZAMORA INES                                                   131
2019/11/02       74325123     TANG MOSCOSO JOHANA                                                306
2019/11/02       79766395     FUENTES ESCALANTE PATRICIA ELIZABETH                               149
2019/11/04       71578206     ARROYO TOMASICHE NATALIA                                           111
2019/11/04       15115705     HERNANDEZ CORRALES GUILLERMO                                       163
2019/11/04       48450395     RAMIREZ ASTETE KARINA ESTEFANIA                                    147
2019/11/05       48450395     RAMIREZ ASTETE KARINA ESTEFANIA                                    325
2019/11/06       32244565     HENRIQUEZ PAREDES PAUL RAFAEL                                      123
2019/11/07       32244565     HENRIQUEZ PAREDES PAUL RAFAEL                                      316
2019/11/07       19963454     SALAMANCA CABRERA NESTOR EVERT                                     315
2019/11/08       81528434     EPIQUEN AVILA ENRIQUE                                              133
2019/11/12       96693273     VALDERRAMA BERROCAL EVERT                                          142
2019/11/12       80457845     NORABUENA MOYA HECTOR                                              323
2019/11/12       77763722     FARFAN SALAZAR MARGOT                                              337
2019/11/13       68303148     PATINO BOLANOS DELICIA VIRGINIA                                    160
2019/11/14       69252518     GORDILLO SANCHEZ RONALD JUVENAL                                    142
2019/11/16       47528229     SAAVEDRA GONZALES WILMER                                           330
2019/11/16       51929951     CHAVEZ BERROCAL JOHAN                                              149
2019/11/17       30046639     SALAMANCA VEGA VIRGINIA MARTHA                                     160
2019/11/17       16925690     CABRERA TORO FANNY                                                 166
2019/11/18       32244565     HENRIQUEZ PAREDES PAUL RAFAEL                                      335
2019/11/19       27185429     SOLIS CHUNG ROLANDO                                                151
2019/11/19       79641328     TOKESHI GUEVARA JAIME                                              148
2019/11/20       32244565     HENRIQUEZ PAREDES PAUL RAFAEL                                      155
2019/11/21       19963454     SALAMANCA CABRERA NESTOR EVERT                                     111
2019/11/22       26522329     SANCHEZ DEL CASTILLO FIORELLA ROSARIO                              101
2019/11/22       77763722     FARFAN SALAZAR MARGOT                                              324
2019/11/23       27185429     SOLIS CHUNG ROLANDO                                                332
2019/11/25       60784914     RUIZ ZEVALLOS WALTER RONY                                          116
2019/11/26       15559308     BRAVO CORTES JANET FLOR                                            133
2019/11/26       99950484     CORTES CORTEZ RAUL ALEX                                            333
2019/11/27       15559308     BRAVO CORTES JANET FLOR                                            164
2019/11/27       82031355     EGUSQUIZA BERROCAL DORIS NANCY                                     334
2019/11/27       35671623     EPIQUEN YEP GUIDA VICTORIA                                         315
2019/11/27       89314225     RIOS DURAND CARLOS EDILBERTO                                       151
2019/11/29       49927087     INGA PALOMARES ERIKA                                               137
2019/11/29       82031355     EGUSQUIZA BERROCAL DORIS NANCY                                     165
========================================================================================================================


Año: 2019 Mes: 12

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================
2019/12/03       29989682     CAMACHO PAIRAZAMAN YDALI LUCERO                                    302
2019/12/04       87495937     MORALES PASQUEL KARIN MARIBEL                                      324
2019/12/05       77367073     JAUREGUI DEL CASTILLO VICTOR RICARDO                               127
2019/12/05       47844324     VILCA LEE NESTOR HUGO                                              205
2019/12/06       86718074     ESCALANTE ROJAS INES ADRIA                                         104
2019/12/07       75945248     MEJIA RODRIGUEZ INES VALENTINA                                     307
2019/12/10       80457845     NORABUENA MOYA HECTOR                                              133
2019/12/10       15029228     VALVERDE MAEIREIZO MELVIN JAIR                                     201
2019/12/15       35912665     MARTINEZ CRUZ EVERT RONY                                           155
2019/12/16       77367073     JAUREGUI DEL CASTILLO VICTOR RICARDO                               134
2019/12/16       64532449     INFANTES MERCADO LUIS WALDEMAR                                     149
2019/12/17       12270502     CUEVA FUENTES CINTHIA DELIA                                        330
2019/12/17       34976629     LOZADA ARGUEDAS FELICITA VALENTINA                                 201
2019/12/18       54447051     AVILA DEL CASTILLO ANNIE                                           132
2019/12/18       16136330     YEP PRECIADO RICHARD                                               118
2019/12/19       35912665     MARTINEZ CRUZ EVERT RONY                                           136
2019/12/20       32244565     HENRIQUEZ PAREDES PAUL RAFAEL                                      208
2019/12/20       47528229     SAAVEDRA GONZALES WILMER                                           302
2019/12/21       12270502     CUEVA FUENTES CINTHIA DELIA                                        104
2019/12/21       87495937     MORALES PASQUEL KARIN MARIBEL                                      131
2019/12/22       53853385     SOLIS NARVAEZ MARIA MADELEINE                                      146
2019/12/22       15029228     VALVERDE MAEIREIZO MELVIN JAIR                                     322
2019/12/23       26522329     SANCHEZ DEL CASTILLO FIORELLA ROSARIO                              122
2019/12/25       86718074     ESCALANTE ROJAS INES ADRIA                                         151
2019/12/25       27864822     FIGUEROA MEDINA MADELEINE                                          134
2019/12/26       35671623     EPIQUEN YEP GUIDA VICTORIA                                         328
2019/12/30       16477908     BACA CAMACHO MILAGROS NATALIA                                      146
2019/12/31       31107104     MOSCOSO ARIAS FIORELLA                                             154
2019/12/31       60335381     DIAZ TANG ENRIQUE                                                  114
2019/12/31       73567806     ARCA SANCHEZ MAGALI BEATRIZ                                        124
